"StockCode";"CUST_COUNT";"TOTALPRODREVENUE";"NO_OF_SALES";"AVG_REVENUE"
"22959";"125";"1631.42";"134";"12.174776"
"22960";"504";"28313.09";"1000";"28.313090"
"22961";"471";"19482.23";"1009";"19.308454"
"22962";"139";"2060.65";"276";"7.466123"
"22963";"138";"1886.81";"265";"7.120038"
"22964";"180";"3214.59";"321";"10.014299"
"22965";"152";"2182.21";"207";"10.542077"
"22966";"348";"7037.56";"598";"11.768495"
"22967";"106";"1840.31";"115";"16.002696"
"22968";"94";"4249.08";"156";"27.237692"
"22969";"394";"15799.65";"589";"26.824533"
"22970";"161";"9573.30";"296";"32.342230"
"22971";"151";"5407.09";"257";"21.039261"
"22972";"116";"2129.24";"192";"11.089792"
"22973";"64";"1238.86";"113";"10.963363"
"22974";"111";"1955.69";"184";"10.628750"
"22975";"94";"1217.13";"163";"7.467055"
"22976";"63";"906.51";"113";"8.022212"
"22977";"90";"1085.11";"125";"8.680880"
"22978";"137";"7590.02";"204";"37.205980"
"22979";"196";"5115.32";"336";"15.224167"
"22980";"179";"2741.06";"259";"10.583243"
"22981";"53";"412.48";"99";"4.166465"
"22982";"105";"1200.02";"193";"6.217720"
"22983";"206";"2076.92";"423";"4.909976"
"22984";"73";"768.49";"133";"5.778120"
"22985";"70";"1230.44";"87";"14.142989"
"22986";"108";"1512.60";"138";"10.960870"
"22987";"5";"42.84";"5";"8.568000"
"22988";"190";"10595.53";"413";"25.655036"
"22989";"199";"5589.02";"308";"18.146169"
"22990";"103";"1835.68";"141";"13.019007"
"22991";"163";"4554.04";"241";"18.896432"
"22992";"187";"6349.04";"297";"21.377239"
"22993";"391";"14319.93";"1001";"14.305624"
"22994";"83";"841.44";"209";"4.026029"
"22995";"88";"1009.50";"263";"3.838403"
"22996";"152";"2057.97";"405";"5.081407"
"22997";"100";"1072.67";"221";"4.853710"
"22998";"212";"5146.48";"526";"9.784183"
"22999";"101";"1225.29";"212";"5.779670"
"23000";"118";"1220.02";"265";"4.603849"
"23001";"1";"0.00";"1";"0.000000"
"23002";"85";"841.29";"190";"4.427842"
"23003";"37";"222.42";"52";"4.277308"
"23004";"60";"665.86";"205";"3.248098"
"23005";"103";"2126.13";"241";"8.822116"
"23006";"85";"690.51";"170";"4.061824"
"23007";"77";"2227.77";"135";"16.502000"
"23008";"69";"1828.17";"90";"20.313000"
"23009";"38";"1718.28";"90";"19.092000"
"23010";"52";"1198.80";"79";"15.174684"
"23012";"141";"3778.86";"232";"16.288190"
"23013";"128";"3321.01";"212";"15.665142"
"23014";"113";"3094.08";"199";"15.548141"
"23015";"13";"216.24";"15";"14.416000"
"23016";"20";"537.90";"25";"21.516000"
"23017";"17";"449.55";"19";"23.660526"
"23018";"17";"349.65";"18";"19.425000"
"23019";"22";"453.70";"24";"18.904167"
"23020";"55";"1278.72";"63";"20.297143"
"23021";"20";"405.37";"22";"18.425909"
"23022";"19";"695.84";"22";"31.629091"
"23023";"23";"414.72";"24";"17.280000"
"23024";"7";"506.81";"9";"56.312222"
"23025";"38";"673.44";"49";"13.743673"
"23026";"39";"1047.12";"55";"19.038545"
"23027";"24";"578.03";"27";"21.408519"
"23028";"74";"1688.63";"122";"13.841230"
"23029";"84";"1877.62";"140";"13.411571"
"23031";"82";"1772.20";"138";"12.842029"
"23032";"105";"2936.88";"183";"16.048525"
"23033";"36";"860.60";"65";"13.240000"
"23034";"50";"1163.37";"80";"14.542125"
"23035";"98";"2675.44";"170";"15.737882"
"23036";"15";"233.67";"16";"14.604375"
"23037";"16";"285.56";"18";"15.864444"
"23038";"5";"42.92";"8";"5.365000"
"23039";"22";"376.31";"28";"13.439643"
"23040";"28";"703.94";"35";"20.112571"
"23041";"47";"1078.88";"55";"19.616000"
"23042";"26";"631.81";"29";"21.786552"
"23043";"19";"528.69";"23";"22.986522"
"23044";"24";"410.84";"24";"17.118333"
"23045";"21";"373.48";"24";"15.561667"
"23046";"29";"701.59";"33";"21.260303"
"23047";"25";"333.50";"25";"13.340000"
"23048";"76";"2119.37";"92";"23.036630"
"23049";"81";"2944.07";"153";"19.242288"
"23050";"98";"3188.30";"177";"18.012994"
"23051";"79";"2550.82";"145";"17.591862"
"23052";"118";"4227.32";"235";"17.988596"
"23053";"81";"2162.31";"132";"16.381136"
"23054";"62";"1714.74";"102";"16.811176"
"23055";"31";"664.49";"37";"17.959189"
"23056";"31";"989.20";"38";"26.031579"
"23057";"36";"1006.37";"44";"22.872045"
"23058";"37";"397.68";"44";"9.038182"
"23059";"1";"0.00";"1";"0.000000"
"23060";"34";"503.21";"41";"12.273415"
"23061";"74";"1231.43";"112";"10.994911"
"23064";"18";"1458.54";"22";"66.297273"
"23065";"73";"1938.06";"89";"21.775955"
"23066";"63";"1486.23";"77";"19.301688"
"23067";"62";"1215.91";"76";"15.998816"
"23068";"102";"1887.25";"131";"14.406489"
"23069";"26";"541.24";"30";"18.041333"
"23070";"29";"692.94";"43";"16.114884"
"23071";"13";"435.78";"17";"25.634118"
"23072";"19";"649.59";"29";"22.399655"
"23073";"46";"1308.69";"53";"24.692264"
"23074";"31";"518.15";"47";"11.024468"
"23075";"56";"1682.25";"75";"22.430000"
"23076";"174";"7561.96";"231";"32.735758"
"23077";"192";"11355.77";"308";"36.869383"
"23078";"140";"7288.74";"232";"31.416983"
"23079";"71";"1597.85";"91";"17.558791"
"23080";"129";"7639.26";"232";"32.927845"
"23081";"70";"3004.50";"124";"24.229839"
"23082";"194";"7373.92";"281";"26.241708"
"23083";"156";"5905.88";"233";"25.347124"
"23084";"379";"37894.16";"850";"44.581365"
"23085";"62";"3258.00";"75";"43.440000"
"23086";"28";"1205.42";"44";"27.395909"
"23087";"42";"902.15";"68";"13.266912"
"23088";"51";"993.28";"77";"12.899740"
"23089";"97";"4102.68";"221";"18.564163"
"23090";"94";"1783.71";"144";"12.386875"
"23091";"157";"3481.92";"206";"16.902524"
"23092";"90";"3420.33";"124";"27.583306"
"23093";"103";"2082.13";"139";"14.979353"
"23094";"58";"1288.71";"71";"18.150845"
"23096";"87";"1615.79";"143";"11.299231"
"23099";"46";"802.45";"55";"14.590000"
"23100";"171";"2427.12";"246";"9.866341"
"23101";"162";"1440.07";"193";"7.461503"
"23102";"123";"931.51";"149";"6.251745"
"23103";"226";"6644.86";"358";"18.561061"
"23104";"36";"1118.88";"42";"26.640000"
"23106";"50";"780.91";"54";"14.461296"
"23107";"58";"956.95";"70";"13.670714"
"23108";"217";"9274.26";"289";"32.090865"
"23109";"169";"6136.47";"254";"24.159331"
"23110";"143";"2826.17";"227";"12.450088"
"23111";"68";"2397.60";"117";"20.492308"
"23112";"116";"3117.77";"214";"14.569019"
"23113";"28";"630.99";"44";"14.340682"
"23114";"31";"361.80";"37";"9.778378"
"23115";"28";"496.62";"35";"14.189143"
"23116";"16";"352.89";"21";"16.804286"
"23117";"35";"421.38";"42";"10.032857"
"23118";"137";"4751.86";"231";"20.570823"
"23119";"88";"1108.32";"140";"7.916571"
"23120";"66";"540.49";"97";"5.572062"
"23121";"76";"754.02";"104";"7.250192"
"23122";"84";"1378.46";"126";"10.940159"
"23123";"60";"611.90";"91";"6.724176"
"23124";"19";"550.13";"37";"14.868378"
"23125";"14";"544.88";"36";"15.135556"
"23126";"181";"4654.24";"268";"17.366567"
"23127";"134";"3373.41";"181";"18.637624"
"23128";"104";"1884.49";"130";"14.496077"
"23129";"129";"3227.10";"160";"20.169375"
"23130";"135";"3458.83";"177";"19.541412"
"23131";"87";"2506.43";"112";"22.378839"
"23132";"112";"5033.12";"148";"34.007568"
"23133";"91";"5079.73";"148";"34.322500"
"23134";"29";"6407.97";"39";"164.306923"
"23135";"32";"5408.77";"48";"112.682708"
"23136";"38";"466.89";"46";"10.149783"
"23137";"18";"265.62";"22";"12.073636"
"23138";"58";"1169.16";"80";"14.614500"
"23139";"20";"495.35";"27";"18.346296"
"23140";"29";"699.70";"52";"13.455769"
"23141";"17";"239.71";"23";"10.422174"
"23142";"30";"1043.55";"34";"30.692647"
"23143";"12";"173.09";"14";"12.363571"
"23144";"169";"3680.95";"258";"14.267248"
"23145";"118";"1756.39";"157";"11.187197"
"23146";"142";"2155.18";"211";"10.214123"
"23147";"158";"2465.10";"245";"10.061633"
"23148";"131";"1648.65";"233";"7.075751"
"23149";"18";"224.06";"21";"10.669524"
"23150";"29";"318.54";"45";"7.078667"
"23151";"19";"116.82";"21";"5.562857"
"23152";"106";"1975.65";"156";"12.664423"
"23153";"66";"960.69";"88";"10.916932"
"23154";"122";"4116.64";"207";"19.887150"
"23155";"70";"1289.88";"108";"11.943333"
"23156";"100";"2124.97";"179";"11.871341"
"23157";"97";"3112.18";"144";"21.612361"
"23158";"80";"3529.67";"221";"15.971357"
"23159";"87";"2362.72";"170";"13.898353"
"23160";"42";"1544.48";"66";"23.401212"
"23161";"51";"1810.50";"88";"20.573864"
"23162";"87";"4088.26";"156";"26.206795"
"23163";"85";"3353.82";"186";"18.031290"
"23164";"62";"1768.70";"81";"21.835802"
"23165";"157";"4027.66";"261";"15.431648"
"23166";"128";"3129.32";"226";"13.846549"
"23167";"116";"3552.20";"212";"16.755660"
"23168";"132";"4098.12";"315";"13.009905"
"23169";"191";"5548.89";"295";"18.809797"
"23170";"198";"7710.50";"382";"20.184555"
"23171";"176";"8512.39";"337";"25.259318"
"23172";"144";"5024.76";"267";"18.819326"
"23173";"215";"19710.97";"356";"55.367893"
"23174";"161";"9668.33";"257";"37.619961"
"23175";"180";"7734.40";"274";"28.227737"
"23176";"127";"2880.03";"186";"15.484032"
"23177";"156";"4439.04";"245";"18.118531"
"23178";"39";"545.00";"57";"9.561404"
"23179";"27";"418.80";"41";"10.214634"
"23180";"25";"433.14";"41";"10.564390"
"23181";"57";"1394.61";"79";"17.653291"
"23182";"137";"3622.64";"429";"8.444382"
"23183";"39";"700.92";"73";"9.601644"
"23184";"117";"3870.80";"249";"15.545382"
"23185";"26";"112.82";"30";"3.760667"
"23186";"51";"381.65";"60";"6.360833"
"23187";"60";"557.43";"67";"8.319851"
"23188";"200";"6200.27";"322";"19.255497"
"23189";"79";"2522.65";"124";"20.343952"
"23190";"126";"1970.05";"177";"11.130226"
"23191";"162";"3001.59";"255";"11.770941"
"23192";"194";"4468.59";"296";"15.096588"
"23193";"98";"3150.03";"162";"19.444630"
"23194";"125";"2966.32";"196";"15.134286"
"23196";"149";"2267.84";"270";"8.399407"
"23197";"102";"1654.80";"220";"7.521818"
"23198";"226";"3536.60";"412";"8.583981"
"23199";"292";"25368.54";"886";"28.632664"
"23200";"231";"12291.37";"550";"22.347945"
"23201";"365";"24367.97";"849";"28.701967"
"23202";"342";"19676.03";"818";"24.053826"
"23203";"456";"36168.88";"1135";"31.866855"
"23204";"158";"5611.30";"496";"11.313105"
"23205";"178";"4287.43";"428";"10.017360"
"23206";"340";"16977.48";"916";"18.534367"
"23207";"351";"10625.05";"689";"15.420972"
"23208";"275";"9391.76";"624";"15.050897"
"23209";"417";"17422.02";"992";"17.562520"
"23210";"100";"2419.99";"170";"14.235235"
"23211";"70";"2166.05";"143";"15.147203"
"23212";"94";"1999.11";"170";"11.759471"
"23213";"81";"1467.65";"133";"11.034962"
"23214";"74";"1520.32";"97";"15.673402"
"23215";"159";"6630.16";"206";"32.185243"
"23216";"31";"600.73";"42";"14.303095"
"23217";"65";"1613.82";"97";"16.637320"
"23218";"26";"408.03";"38";"10.737632"
"23219";"40";"552.35";"59";"9.361864"
"23220";"53";"790.30";"98";"8.064286"
"23221";"76";"1215.30";"136";"8.936029"
"23222";"45";"555.09";"71";"7.818169"
"23223";"51";"731.93";"88";"8.317386"
"23224";"41";"503.01";"67";"7.507612"
"23225";"43";"913.96";"83";"11.011566"
"23226";"52";"1356.67";"93";"14.587849"
"23227";"59";"1997.56";"115";"17.370087"
"23228";"56";"1720.24";"123";"13.985691"
"23229";"163";"4808.85";"220";"21.858409"
"23230";"162";"2477.92";"210";"11.799619"
"23231";"153";"2273.84";"204";"11.146275"
"23232";"172";"2970.00";"216";"13.750000"
"23233";"119";"1859.00";"145";"12.820690"
"23234";"187";"4027.42";"262";"15.371832"
"23235";"73";"1203.20";"85";"14.155294"
"23236";"153";"3547.82";"254";"13.967795"
"23237";"107";"2573.44";"144";"17.871111"
"23238";"125";"5252.61";"232";"22.640560"
"23239";"107";"2322.54";"158";"14.699620"
"23240";"250";"10160.87";"419";"24.250286"
"23241";"154";"3156.27";"320";"9.863344"
"23242";"115";"1892.15";"190";"9.958684"
"23243";"229";"19506.97";"397";"49.135945"
"23244";"62";"1017.43";"82";"12.407683"
"23245";"399";"22119.45";"727";"30.425653"
"23247";"203";"5270.88";"275";"19.166836"
"23249";"51";"1170.09";"72";"16.251250"
"23250";"54";"1089.23";"94";"11.587553"
"23251";"74";"1824.50";"109";"16.738532"
"23252";"95";"1860.36";"124";"15.002903"
"23253";"35";"1538.46";"58";"26.525172"
"23254";"144";"3025.26";"203";"14.902759"
"23255";"72";"1236.62";"98";"12.618571"
"23256";"168";"3840.92";"266";"14.439549"
"23263";"255";"4744.85";"427";"11.112061"
"23264";"159";"2315.81";"275";"8.421127"
"23265";"168";"2198.54";"277";"7.936968"
"23266";"183";"2346.32";"295";"7.953627"
"23267";"67";"1126.95";"92";"12.249457"
"23268";"55";"1011.04";"79";"12.797975"
"23269";"57";"989.13";"87";"11.369310"
"23270";"89";"1168.87";"118";"9.905678"
"23271";"62";"1300.18";"95";"13.686105"
"23272";"32";"517.67";"41";"12.626098"
"23273";"78";"1391.65";"99";"14.057071"
"23274";"80";"1873.00";"112";"16.723214"
"23275";"159";"3731.95";"307";"12.156189"
"23280";"73";"860.94";"137";"6.284234"
"23281";"45";"365.92";"81";"4.517531"
"23282";"62";"676.52";"127";"5.326929"
"23283";"136";"6347.28";"219";"28.983014"
"23284";"360";"34525.06";"701";"49.251155"
"23285";"83";"4015.70";"156";"25.741667"
"23286";"96";"4110.16";"183";"22.459891"
"23287";"84";"943.83";"157";"6.011656"
"23288";"86";"3994.17";"159";"25.120566"
"23289";"72";"938.85";"139";"6.754317"
"23290";"81";"1293.10";"144";"8.979861"
"23291";"66";"985.03";"141";"6.986028"
"23292";"73";"1226.48";"158";"7.762532"
"23293";"275";"4223.50";"473";"8.929175"
"23294";"188";"2086.92";"305";"6.842361"
"23295";"215";"3007.19";"385";"7.810883"
"23296";"203";"3753.09";"323";"11.619474"
"23297";"100";"3170.18";"129";"24.575039"
"23298";"525";"36766.22";"1048";"35.082271"
"23299";"100";"2546.63";"129";"19.741318"
"23300";"345";"11386.09";"751";"15.161238"
"23301";"396";"15854.85";"899";"17.636096"
"23302";"137";"1963.86";"223";"8.806547"
"23303";"4";"83.85";"4";"20.962500"
"23304";"7";"95.55";"7";"13.650000"
"23305";"7";"117.00";"7";"16.714286"
"23306";"155";"2593.23";"239";"10.850335"
"23307";"317";"4489.04";"546";"8.221685"
"23308";"177";"2213.16";"331";"6.686284"
"23309";"160";"3897.70";"375";"10.393867"
"23310";"138";"4057.68";"227";"17.875242"
"23311";"228";"5945.05";"319";"18.636520"
"23312";"163";"5323.55";"207";"25.717633"
"23313";"244";"14755.96";"388";"38.030825"
"23314";"81";"2687.31";"104";"25.839519"
"23315";"59";"1434.21";"77";"18.626104"
"23316";"62";"1848.06";"95";"19.453263"
"23317";"47";"1339.44";"69";"19.412174"
"23318";"249";"7744.68";"348";"22.254828"
"23319";"274";"7746.27";"362";"21.398536"
"23320";"245";"6080.55";"307";"19.806352"
"23321";"367";"8166.37";"614";"13.300277"
"23322";"345";"8358.56";"554";"15.087653"
"23323";"207";"3060.68";"290";"10.554069"
"23324";"36";"623.73";"41";"15.212927"
"23325";"24";"572.34";"29";"19.735862"
"23326";"45";"1648.75";"65";"25.365385"
"23327";"31";"955.70";"39";"24.505128"
"23328";"185";"11685.70";"386";"30.273834"
"23329";"165";"2982.09";"229";"13.022227"
"23330";"155";"2214.47";"211";"10.495118"
"23331";"67";"1061.02";"108";"9.824259"
"23332";"203";"3392.56";"279";"12.159713"
"23333";"175";"2584.20";"226";"11.434513"
"23334";"82";"1455.84";"128";"11.373750"
"23335";"59";"726.30";"92";"7.894565"
"23336";"44";"481.81";"81";"5.948272"
"23337";"48";"351.31";"66";"5.322879"
"23338";"60";"882.12";"106";"8.321887"
"23339";"42";"386.28";"72";"5.365000"
"23340";"110";"3646.48";"148";"24.638378"
"23341";"64";"1869.85";"106";"17.640094"
"23342";"95";"2397.23";"147";"16.307687"
"23343";"269";"12670.15";"463";"27.365335"
"23344";"358";"21669.67";"673";"32.198618"
"23345";"79";"949.25";"142";"6.684859"
"23346";"78";"1136.59";"148";"7.679662"
"23347";"43";"543.80";"84";"6.473810"
"23348";"84";"1382.71";"159";"8.696289"
"23349";"198";"3967.60";"316";"12.555696"
"23350";"190";"3176.33";"289";"10.990761"
"23351";"225";"4437.02";"333";"13.324384"
"23352";"145";"2325.45";"206";"11.288592"
"23353";"195";"2929.57";"290";"10.101966"
"23354";"212";"3059.22";"293";"10.441024"
"23355";"457";"27169.69";"756";"35.938743"
"23356";"302";"12592.27";"456";"27.614627"
"23357";"73";"1726.73";"94";"18.369468"
"23358";"55";"1499.94";"77";"19.479740"
"23359";"71";"1744.36";"75";"23.258133"
"23360";"86";"1742.80";"102";"17.086275"
"23365";"98";"1377.28";"158";"8.716962"
"23366";"104";"1523.65";"181";"8.417956"
"23367";"162";"2003.70";"254";"7.888583"
"23368";"119";"1210.90";"208";"5.821635"
"23369";"73";"1197.20";"115";"10.410435"
"23370";"79";"1777.17";"144";"12.341458"
"23371";"86";"1662.74";"167";"9.956527"
"23372";"64";"1103.25";"130";"8.486538"
"23373";"83";"1247.79";"95";"13.134632"
"23374";"101";"1653.69";"119";"13.896555"
"23375";"81";"1042.47";"98";"10.637449"
"23376";"103";"1329.14";"154";"8.630779"
"23377";"61";"506.26";"125";"4.050080"
"23378";"122";"1734.78";"168";"10.326071"
"23379";"44";"270.96";"70";"3.870857"
"23380";"78";"842.71";"112";"7.524196"
"23381";"56";"530.51";"76";"6.980395"
"23382";"118";"6009.60";"194";"30.977320"
"23388";"69";"1145.09";"97";"11.805052"
"23389";"117";"2409.79";"183";"13.168251"
"23390";"89";"1298.84";"125";"10.390720"
"23391";"47";"908.72";"72";"12.621111"
"23392";"54";"665.43";"91";"7.312418"
"23393";"156";"2925.96";"218";"13.421835"
"23394";"89";"1819.65";"146";"12.463356"
"23395";"129";"2871.33";"197";"14.575279"
"23396";"125";"2419.88";"185";"13.080432"
"23397";"131";"4085.19";"204";"20.025441"
"23398";"49";"466.50";"64";"7.289063"
"23399";"144";"1701.35";"220";"7.733409"
"23400";"74";"2302.23";"106";"21.719151"
"23401";"58";"2234.10";"79";"28.279747"
"23402";"46";"1061.03";"65";"16.323538"
"23403";"79";"2106.61";"129";"16.330310"
"23404";"99";"4147.01";"163";"25.441779"
"23405";"53";"1263.23";"69";"18.307681"
"23406";"62";"2268.32";"108";"21.002963"
"23407";"97";"2337.85";"124";"18.853629"
"23408";"51";"565.76";"56";"10.102857"
"23409";"37";"685.43";"40";"17.135750"
"23410";"15";"265.65";"18";"14.758333"
"23411";"40";"987.66";"53";"18.635094"
"23412";"65";"2316.60";"80";"28.957500"
"23413";"31";"704.76";"49";"14.382857"
"23414";"55";"1268.45";"61";"20.794262"
"23415";"39";"346.99";"42";"8.261667"
"23416";"18";"183.03";"24";"7.626250"
"23417";"21";"152.82";"26";"5.877692"
"23418";"53";"1032.24";"76";"13.582105"
"23419";"54";"882.92";"83";"10.637590"
"23420";"25";"303.53";"30";"10.117667"
"23421";"22";"278.48";"30";"9.282667"
"23422";"26";"378.05";"43";"8.791860"
"23423";"42";"663.15";"59";"11.239831"
"23424";"82";"2113.62";"125";"16.908960"
"23425";"31";"536.78";"52";"10.322692"
"23426";"121";"3276.81";"200";"16.384050"
"23427";"83";"1608.39";"103";"15.615437"
"23428";"23";"547.93";"30";"18.264333"
"23429";"17";"321.53";"19";"16.922632"
"23430";"14";"230.04";"14";"16.431429"
"23431";"56";"1024.44";"62";"16.523226"
"23432";"53";"788.02";"58";"13.586552"
"23433";"60";"765.17";"68";"11.252500"
"23434";"120";"1755.67";"187";"9.388610"
"23435";"38";"669.49";"95";"7.047263"
"23436";"87";"2163.84";"110";"19.671273"
"23437";"99";"2136.13";"121";"17.653967"
"23438";"83";"2047.42";"102";"20.072745"
"23439";"259";"8512.01";"386";"22.051839"
"23440";"4";"41.60";"4";"10.400000"
"23441";"3";"9.24";"3";"3.080000"
"23442";"7";"87.36";"7";"12.480000"
"23444";"64";"779.22";"81";"9.620000"
"23445";"60";"1275.64";"71";"17.966761"
"23446";"2";"21.45";"2";"10.725000"
"23447";"3";"23.10";"3";"7.700000"
"23448";"3";"41.25";"3";"13.750000"
"23449";"1";"15.00";"1";"15.000000"
"23451";"37";"534.72";"50";"10.694400"
"23452";"66";"978.86";"83";"11.793494"
"23453";"37";"569.18";"43";"13.236744"
"23454";"39";"610.00";"48";"12.708333"
"23455";"30";"445.11";"32";"13.909688"
"23456";"31";"541.70";"35";"15.477143"
"23457";"27";"415.53";"29";"14.328621"
"23458";"26";"389.61";"27";"14.430000"
"23459";"18";"279.72";"19";"14.722105"
"23460";"39";"917.53";"42";"21.845952"
"23461";"75";"3016.31";"92";"32.785978"
"23462";"42";"619.38";"46";"13.464783"
"23463";"7";"109.49";"7";"15.641429"
"23464";"7";"99.18";"8";"12.397500"
"23465";"15";"207.99";"15";"13.866000"
"23466";"20";"416.94";"27";"15.442222"
"23467";"5";"100.34";"10";"10.034000"
"23468";"10";"123.75";"10";"12.375000"
"23469";"55";"1002.16";"66";"15.184242"
"23470";"68";"1127.31";"80";"14.091375"
"23471";"26";"576.14";"26";"22.159231"
"23472";"25";"479.52";"28";"17.125714"
"23473";"31";"284.30";"38";"7.481579"
"23474";"18";"160.57";"27";"5.947037"
"23475";"17";"141.75";"21";"6.750000"
"23476";"13";"188.47";"16";"11.779375"
"23477";"6";"92.22";"10";"9.222000"
"23478";"8";"108.47";"10";"10.847000"
"23479";"33";"739.72";"37";"19.992432"
"23480";"97";"3414.94";"155";"22.031871"
"23481";"24";"268.67";"28";"9.595357"
"23482";"31";"432.42";"37";"11.687027"
"23483";"55";"1485.44";"71";"20.921690"
"23484";"26";"547.35";"35";"15.638571"
"23485";"66";"2327.67";"77";"30.229481"
"23486";"62";"2537.46";"70";"36.249429"
"23487";"38";"634.68";"41";"15.480000"
"23489";"122";"2582.07";"153";"16.876275"
"23490";"81";"1717.14";"96";"17.886875"
"23491";"62";"1793.73";"75";"23.916400"
"23492";"24";"595.74";"26";"22.913077"
"23493";"253";"7353.63";"376";"19.557527"
"23494";"127";"3507.56";"179";"19.595307"
"23495";"21";"231.66";"37";"6.261081"
"23496";"21";"124.52";"29";"4.293793"
"23497";"135";"3250.92";"177";"18.366780"
"23498";"73";"2201.48";"94";"23.420000"
"23499";"83";"547.17";"106";"5.161981"
"23500";"71";"1815.58";"92";"19.734565"
"23501";"72";"2081.62";"105";"19.824952"
"23502";"70";"668.66";"81";"8.255062"
"23503";"277";"4724.30";"327";"14.447401"
"23504";"158";"2778.89";"201";"13.825323"
"23505";"85";"1392.04";"106";"13.132453"
"23506";"97";"742.36";"126";"5.891746"
"23507";"80";"868.69";"105";"8.273238"
"23508";"82";"805.67";"105";"7.673048"
"23509";"46";"396.32";"59";"6.717288"
"23510";"80";"856.60";"109";"7.858716"
"23511";"71";"832.01";"83";"10.024217"
"23512";"34";"318.28";"42";"7.578095"
"23513";"48";"469.78";"57";"8.241754"
"23514";"46";"565.71";"60";"9.428500"
"23515";"43";"485.14";"54";"8.984074"
"23516";"34";"506.09";"35";"14.459714"
"23517";"42";"624.40";"53";"11.781132"
"23518";"34";"424.30";"36";"11.786111"
"23519";"14";"239.80";"18";"13.322222"
"23520";"27";"318.67";"28";"11.381071"
"23521";"21";"758.69";"43";"17.643953"
"23522";"20";"712.44";"31";"22.981935"
"23523";"35";"993.39";"41";"24.229024"
"23524";"41";"1354.71";"62";"21.850161"
"23525";"38";"1687.15";"53";"31.833019"
"23526";"76";"4515.92";"140";"32.256571"
"23527";"40";"1248.14";"48";"26.002917"
"23528";"28";"1455.74";"47";"30.973191"
"23529";"25";"1985.74";"35";"56.735429"
"23530";"57";"4334.37";"83";"52.221325"
"23531";"75";"5434.46";"109";"49.857431"
"23532";"22";"868.68";"29";"29.954483"
"23533";"27";"793.69";"35";"22.676857"
"23534";"150";"6816.05";"247";"27.595344"
"23535";"131";"6822.25";"209";"32.642344"
"23536";"64";"2298.10";"80";"28.726250"
"23537";"20";"541.83";"33";"16.419091"
"23538";"26";"1328.82";"32";"41.525625"
"23539";"33";"1213.13";"41";"29.588537"
"23540";"9";"902.70";"13";"69.438462"
"23541";"95";"6144.16";"150";"40.961067"
"23542";"50";"3423.62";"83";"41.248434"
"23543";"76";"6830.44";"97";"70.416907"
"23544";"17";"1007.53";"21";"47.977619"
"23545";"55";"684.60";"60";"11.410000"
"23546";"87";"1123.50";"99";"11.348485"
"23547";"52";"609.00";"57";"10.684211"
"23548";"38";"409.50";"39";"10.500000"
"23549";"41";"485.10";"46";"10.545652"
"23550";"55";"642.60";"58";"11.079310"
"23551";"81";"761.06";"127";"5.992598"
"23552";"87";"3630.31";"107";"33.928131"
"23553";"51";"5684.31";"68";"83.592794"
"23554";"49";"4205.79";"56";"75.103393"
"23555";"45";"4205.79";"49";"85.832449"
"23556";"45";"4315.68";"52";"82.993846"
"23557";"26";"3496.50";"32";"109.265625"
"23558";"43";"4145.85";"51";"81.291176"
"23559";"49";"765.61";"98";"7.812347"
"23560";"17";"283.31";"22";"12.877727"
"23561";"12";"291.92";"14";"20.851429"
"23562";"34";"511.61";"39";"13.118205"
"23564";"35";"706.31";"70";"10.090143"
"23565";"24";"460.06";"59";"7.797627"
"23566";"38";"989.43";"76";"13.018816"
"23567";"15";"275.33";"37";"7.441351"
"23568";"23";"756.27";"47";"16.090851"
"23569";"129";"3357.36";"161";"20.853168"
"23570";"189";"4696.87";"259";"18.134633"
"23571";"181";"6020.81";"237";"25.404262"
"23574";"8";"82.50";"14";"5.892857"
"23575";"21";"272.55";"30";"9.085000"
"23576";"26";"337.64";"33";"10.231515"
"23578";"10";"94.52";"12";"7.876667"
"23579";"20";"313.90";"34";"9.232353"
"23580";"19";"190.07";"22";"8.639545"
"23581";"215";"10622.59";"321";"33.092181"
"23582";"170";"9580.21";"241";"39.751909"
"23583";"215";"4401.08";"302";"14.573113"
"23595";"1";"0.00";"2";"0.000000"
"23597";"25";"424.92";"28";"15.175714"
"23598";"37";"908.28";"43";"21.122791"
"23601";"1";"19.92";"4";"4.980000"
"23602";"1";"2.91";"1";"2.910000"
"23603";"1";"49.80";"14";"3.557143"
"23604";"1";"6.64";"2";"3.320000"
"23605";"1";"11.64";"1";"11.640000"
"23607";"1";"13.28";"7";"1.897143"
"23608";"1";"11.64";"3";"3.880000"
"23609";"1";"2.91";"1";"2.910000"
"23610";"1";"6.24";"3";"2.080000"
"23611";"1";"99.60";"16";"6.225000"
"23612";"1";"8.30";"2";"4.150000"
"23613";"1";"27.39";"6";"4.565000"
"23614";"1";"86.58";"11";"7.870909"
"23615";"1";"9.96";"4";"2.490000"
"23616";"1";"19.92";"7";"2.845714"
"23617";"1";"5.82";"1";"5.820000"
"23619";"1";"9.96";"2";"4.980000"
"23620";"1";"24.90";"7";"3.557143"
"23621";"1";"14.94";"4";"3.735000"
"23623";"1";"23.28";"6";"3.880000"
"23624";"1";"9.96";"4";"2.490000"
"23625";"1";"44.91";"4";"11.227500"
"23626";"1";"107.07";"16";"6.691875"
"23627";"1";"17.43";"2";"8.715000"
"23628";"1";"2.91";"1";"2.910000"
